Species_Name,# papers PCR pos,# papers PCR neg (whether seropos or seroneg),# papers isolated,tiplabel,gen,fam,Notes regarding IUCN status,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,,Rodents,superres,Flag,Zdiv,MSW05_Order,MSW05_Genus,MSW05_Species,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,References,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,WOS_HITS,Production,postnatGR,RelAgeSexMat,RelAgeBirth,logNeoBM,Abrocomidae,Anomaluridae,Aplodontiidae,Bathyergidae,Calomyscidae,Capromyidae,Castoridae,Caviidae,Chinchillidae,Cricetidae,Ctenodactylidae,Ctenomyidae,Cuniculidae,Dasyproctidae,Dinomyidae,Dipodidae,Echimyidae,Erethizontidae,Geomyidae,Gliridae,Heptaxodontidae,Heteromyidae,Hystricidae,Muridae,Myocastoridae,Nesomyidae,Octodontidae,Pedetidae,Petromuridae,Platacanthomyidae,Sciuridae,Spalacidae,Thryonomyidae,MammRich,SpeciesDensity
Rheomys_underwoodi,,,,Rheomys_underwoodi_CRICETIDAE_RODENTIA,Rheomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rheomys_underwoodi,0,0,imputed,PC12_Cricetidae,1869,Rheomys_underwoodi,0,0,0,Rodentia,Rheomys,underwoodi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2151,NA,NA,NA,NA,9.360433115,10.55,8.88,9.71,-82.4,-84.27,-83.34,9,3.934371409,9,0.13,293.09,262.72,1435.81,1684.49,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,-1.775149839
Rhipidomys_albujai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhipidomys_austrinus,,,,Rhipidomys_austrinus_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_austrinus,0,0,imputed,PC12_Cricetidae,1871,Rhipidomys_austrinus,0,0,0,Rodentia,Rhipidomys,austrinus,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,12.07686048,-14.02,-23.93,-18.97,-62.95,-69.27,-66.11,1,2.91939104,1,0.11,80.18,165.57,983.95,1459.62,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,-2.773622155
Rhipidomys_cariri,,,,Rhipidomys_cariri_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhipidomys_caucensis,,,,Rhipidomys_caucensis_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_caucensis,0,0,imputed,PC12_Cricetidae,1872,Rhipidomys_caucensis,0,0,0,Rodentia,Rhipidomys,caucensis,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,NA
Rhipidomys_couesi,,,,Rhipidomys_couesi_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_couesi,0,0,imputed,PC12_Cricetidae,1873,Rhipidomys_couesi,0,0,0,Rodentia,Rhipidomys,couesi,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,905;2151;2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,NA
Rhipidomys_emiliae,,,,Rhipidomys_emiliae_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_emiliae,1,0,sampled,PC12_Cricetidae,1874,Rhipidomys_emiliae,0,0,0,Rodentia,Rhipidomys,emiliae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,NA
Rhipidomys_fulviventer,,,,Rhipidomys_fulviventer_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_fulviventer,0,0,imputed,PC12_Cricetidae,1875,Rhipidomys_fulviventer,0,0,0,Rodentia,Rhipidomys,fulviventer,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,10.67132514,10.51,4.47,7.49,-63.17,-73.91,-68.54,7,3.977997994,8,0.07,101.01,184.41,1358.97,1592.7,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,-2.104297926
Rhipidomys_gardneri,,,,Rhipidomys_gardneri_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_gardneri,1,0,sampled,PC12_Cricetidae,1876,Rhipidomys_gardneri,0,0,0,Rodentia,Rhipidomys,gardneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,NA
Rhipidomys_ipukensis,,,,Rhipidomys_ipukensis_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhipidomys_itoan,,,,Rhipidomys_itoan_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhipidomys_latimanus,,,,Rhipidomys_latimanus_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_latimanus,1,0,sampled,PC12_Cricetidae,1877,Rhipidomys_latimanus,0,0,0,Rodentia,Rhipidomys,latimanus,1,4.051784948,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,890;2151;2655,NA,NA,NA,NA,11.47251734,8.38,-4.22,2.07,-76.43,-80.1,-78.27,3,4.188138442,7,0.1,176.56,227.88,1302.54,1565.76,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,-2.369667119
Rhipidomys_leucodactylus,,,,Rhipidomys_leucodactylus_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_leucodactylus,3,0,sampled,PC12_Cricetidae,1878,Rhipidomys_leucodactylus,0,1,1,Rodentia,Rhipidomys,leucodactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89344747,4.26,-17.54,-6.63,-57.48,-80.02,-68.75,0,2.644044871,0,0.13,176.98,224.28,1340.22,1490.1,1.791759469,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,-3.21037334
Rhipidomys_macconnelli,,,,Rhipidomys_macconnelli_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_macconnelli,7,0,sampled,PC12_Cricetidae,1879,Rhipidomys_macconnelli,0,0,0,Rodentia,Rhipidomys,macconnelli,1,3.727859754,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,12.16011724,8.27,0.76,4.51,-59.73,-66.81,-63.27,0,0.576613364,0,0.28,174.87,230.21,1641.03,1684.55,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,-2.876238099
Rhipidomys_macrurus,,,,Rhipidomys_macrurus_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_macrurus,1,0,sampled,PC12_Cricetidae,1880,Rhipidomys_macrurus,0,0,0,Rodentia,Rhipidomys,macrurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.791759469,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,NA
Rhipidomys_mastacalis,,,,Rhipidomys_mastacalis_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_mastacalis,5,0,sampled,PC12_Cricetidae,1881,Rhipidomys_mastacalis,0,0,0,Rodentia,Rhipidomys,mastacalis,1,4.605170186,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,3.8,3.5,NA,NA,4.616999938,NA,4.53044664,1,NA,2,2,NA,NA,NA,730;890;905;1297;2151;2159;2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.079441542,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,NA
Rhipidomys_modicus,,,,Rhipidomys_modicus_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_modicus,0,0,imputed,PC12_Cricetidae,1882,Rhipidomys_modicus,0,0,0,Rodentia,Rhipidomys,modicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,NA
Rhipidomys_nitela,,1,,Rhipidomys_nitela_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_nitela,3,0,sampled,PC12_Cricetidae,1883,Rhipidomys_nitela,0,0,0,Rodentia,Rhipidomys,nitela,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,14.21249646,8.52,-17.41,-4.44,-50.68,-68.47,-59.57,0,1.523880024,0,0.13,158.75,246.05,1491.06,1688.59,1.609437912,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,-3.690966158
Rhipidomys_ochrogaster,,,,Rhipidomys_ochrogaster_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_ochrogaster,0,0,imputed,PC12_Cricetidae,1884,Rhipidomys_ochrogaster,0,0,0,Rodentia,Rhipidomys,ochrogaster,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,14.02401029,-15.81,-28.67,-22.24,-39.64,-55.87,-47.75,1,4.416065677,5,0.06,124.71,201.53,1190.58,1352.93,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,-3.768330988
Rhipidomys_tribei,,,,Rhipidomys_tribei_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhipidomys_venezuelae,,,,Rhipidomys_venezuelae_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_venezuelae,0,0,imputed,PC12_Cricetidae,1885,Rhipidomys_venezuelae,0,0,0,Rodentia,Rhipidomys,venezuelae,1,4.499698553,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,12.29641606,12.46,5.94,9.2,-65.1,-73.53,-69.31,4,4.530985288,7,0.12,89.6,236.99,1320.63,1738.34,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-2.893107609
Rhipidomys_venustus,,,,Rhipidomys_venustus_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_venustus,0,0,imputed,PC12_Cricetidae,1886,Rhipidomys_venustus,0,0,0,Rodentia,Rhipidomys,venustus,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,10.17557478,10.6,7.33,8.97,-66.18,-72.32,-69.25,8,5.408023427,17,0.11,112.55,224.24,1330.45,1658.59,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-2.078751862
Rhipidomys_wetzeli,,,,Rhipidomys_wetzeli_CRICETIDAE_RODENTIA,Rhipidomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Rhipidomys_wetzeli,2,0,sampled,PC12_Cricetidae,1887,Rhipidomys_wetzeli,0,0,0,Rodentia,Rhipidomys,wetzeli,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2151;2655,NA,NA,NA,NA,12.23099367,7.16,0.76,3.96,-60.6,-67.54,-64.07,0,0.604315967,0,0.16,179.27,227.11,1621.42,1702.25,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,-2.924463233
Salinomys_delicatus,,,,Salinomys_delicatus_CRICETIDAE_RODENTIA,Salinomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Salinomys_delicatus,2,0,sampled,PC12_Cricetidae,1899,Salinomys_delicatus,0,0,0,Rodentia,Salinomys,delicatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,NA
Scapteromys_aquaticus,,2,,Scapteromys_aquaticus_CRICETIDAE_RODENTIA,Scapteromys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Scapteromys_aquaticus,2,0,sampled,PC12_Cricetidae,1906,Scapteromys_aquaticus,0,0,0,Rodentia,Scapteromys,aquaticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.87042913,-19.45,-27.89,-23.67,-56.47,-60,-58.24,0,2.907447359,0,0.04,93.53,231.94,1128.46,1192.03,2.995732274,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,-2.970570436
Scapteromys_meridionalis,,,,Scapteromys_meridionalis_CRICETIDAE_RODENTIA,Scapteromys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scapteromys_tumidus,,2,,Scapteromys_tumidus_CRICETIDAE_RODENTIA,Scapteromys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Scapteromys_tumidus,5,0,sampled,PC12_Cricetidae,1907,Scapteromys_tumidus,0,0,0,Rodentia,Scapteromys,tumidus,2,4.983606622,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3.63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,890;1297;2655,NA,NA,NA,NA,12.71766845,-29.19,-35.22,-32.2,-51.18,-59.88,-55.53,3,4.233381604,6,0.04,103.67,171.16,984.5,1114.18,2.564949357,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,-3.321816107
Scolomys_melanops,,,,Scolomys_melanops_CRICETIDAE_RODENTIA,Scolomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Scolomys_melanops,1,0,sampled,PC12_Cricetidae,1939,Scolomys_melanops,0,0,0,Rodentia,Scolomys,melanops,NA,3.277144733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,9.384395355,0.18,-1.53,-0.67,-77.06,-78.34,-77.7,4,3.539508997,4,0.16,222.99,177.09,1352.09,1360.18,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,-1.607243788
Scolomys_ucayalensis,,,,Scolomys_ucayalensis_CRICETIDAE_RODENTIA,Scolomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Scolomys_ucayalensis,5,0,sampled,PC12_Cricetidae,1940,Scolomys_ucayalensis,0,0,0,Rodentia,Scolomys,ucayalensis,NA,3.277144733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,7.861827227,-4.96,-5.56,-5.26,-73.48,-73.96,-73.72,1,0.693147181,1,0,211.75,259.5,1516.74,1517.99,1.386294361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,-1.056413335
Scotinomys_teguina,,,,Scotinomys_teguina_CRICETIDAE_RODENTIA,Scotinomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Scotinomys_teguina,7,0,sampled,PC12_Cricetidae,1941,Scotinomys_teguina,0,0,0,Rodentia,Scotinomys,teguina,NA,2.450142657,NA,13.3,NA,31.2,12,2,NA,3.440418095,1,NA,NA,30.95,2.46,NA,NA,NA,NA,NA,3.662792119,NA,NA,1,2,21,NA,NA,1297;1376;1822;2151;2655,NA,3.83,NA,NA,12.07310812,17.1,8.36,12.73,-82.21,-95.13,-88.67,6,4.350664958,12,0.12,158.13,222.84,1285.98,1651.02,2.302585093,NA,NA,NA,NA,0.045322979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,-2.782386394
Scotinomys_xerampelinus,,,,Scotinomys_xerampelinus_CRICETIDAE_RODENTIA,Scotinomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Scotinomys_xerampelinus,4,0,sampled,PC12_Cricetidae,1942,Scotinomys_xerampelinus,0,0,0,Rodentia,Scotinomys,xerampelinus,NA,2.712706013,NA,17.8,NA,31.92,15.2,NA,NA,3.51244056,NA,NA,NA,33.1,3.08,NA,NA,NA,NA,NA,4.08142817,NA,NA,NA,NA,24.5,NA,NA,1297;1376;1822;2655,NA,3.71,NA,NA,8.697885088,10.1,8.71,9.41,-82.2,-83.93,-83.06,13,3.9213791,13,0.12,253.24,255.32,1484.03,1755,1.791759469,NA,NA,NA,NA,0.045322979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,-1.485187426
Sigmodon_alleni,,,,Sigmodon_alleni_CRICETIDAE_RODENTIA,Sigmodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Sigmodon_alleni,2,0,sampled,PC12_Cricetidae,1958,Sigmodon_alleni,0,0,0,Rodentia,Sigmodon,alleni,NA,5.159572407,170.03,NA,87,203.25,137.8,NA,NA,3.597312261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;1822;2615;2655,NA,NA,NA,NA,12.08925705,23.71,15.64,19.68,-94.75,-106.34,-100.55,4,3.721588629,9,0.06,90.52,210.78,867.66,1602.77,1.609437912,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,-2.964740317
Sigmodon_alstoni,2,,1,Sigmodon_alstoni_CRICETIDAE_RODENTIA,Sigmodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Sigmodon_alstoni,6,0,sampled,PC12_Cricetidae,1959,Sigmodon_alstoni,1,1,2,Rodentia,Sigmodon,alstoni,2,4.019980147,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,5.18,5,NA,NA,5.059679394,NA,4.133405006,NA,NA,1,1,NA,NA,NA,730;1297;2151;2159;2655,NA,NA,NA,NA,13.4975044,11.18,-1.43,4.87,-49.87,-72.69,-61.28,0,2.971951745,0,0.15,141.76,252.89,1364.92,1708.22,2.944438979,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,-3.256586636
